AGRI,SCOPUS_ID:85049217501,2-s2.0-85049217501,Omega-3 fatty acids and meloxicam supplementation and the incidence and histopathological changes associated with femoral head syndrome in broilers,Animal Production Science,2019-01-01T00:00:00.000Z,10.1071/AN17713,1,Thailand,2019
CHEM,SCOPUS_ID:85065642644,2-s2.0-85065642644,Understanding the reinforcing efficiency of waste eggshell-derived nano calcium carbonate in natural rubber composites with maleated natural rubber as compatibilizer,Polymer Engineering and Science,2019-07-01T00:00:00.000Z,10.1002/pen.25127,19,India,2019
CHEM,SCOPUS_ID:85065642644,2-s2.0-85065642644,Understanding the reinforcing efficiency of waste eggshell-derived nano calcium carbonate in natural rubber composites with maleated natural rubber as compatibilizer,Polymer Engineering and Science,2019-07-01T00:00:00.000Z,10.1002/pen.25127,19,Thailand,2019
CHEM,SCOPUS_ID:85065660177,2-s2.0-85065660177,Studies on the Extraction of Several Polyphenols with Different Silica Hydride Stationary Phases,Chromatographia,2019-06-01T00:00:00.000Z,10.1007/s10337-019-03727-8,2,Australia,2019
CHEM,SCOPUS_ID:85065660177,2-s2.0-85065660177,Studies on the Extraction of Several Polyphenols with Different Silica Hydride Stationary Phases,Chromatographia,2019-06-01T00:00:00.000Z,10.1007/s10337-019-03727-8,2,Thailand,2019
CHEM,SCOPUS_ID:85065660177,2-s2.0-85065660177,Studies on the Extraction of Several Polyphenols with Different Silica Hydride Stationary Phases,Chromatographia,2019-06-01T00:00:00.000Z,10.1007/s10337-019-03727-8,2,United States,2019
CHEM,SCOPUS_ID:85065706713,2-s2.0-85065706713,"Using the \"red Bottle\" Experiment for the Visualization and the Fast Characterization of Gas-Liquid Mass Transfer",Journal of Chemical Education,2019-05-14T00:00:00.000Z,10.1021/acs.jchemed.8b00898,8,China,2019
CHEM,SCOPUS_ID:85065706713,2-s2.0-85065706713,"Using the \"red Bottle\" Experiment for the Visualization and the Fast Characterization of Gas-Liquid Mass Transfer",Journal of Chemical Education,2019-05-14T00:00:00.000Z,10.1021/acs.jchemed.8b00898,8,France,2019
CHEM,SCOPUS_ID:85065706713,2-s2.0-85065706713,"Using the \"red Bottle\" Experiment for the Visualization and the Fast Characterization of Gas-Liquid Mass Transfer",Journal of Chemical Education,2019-05-14T00:00:00.000Z,10.1021/acs.jchemed.8b00898,8,Thailand,2019
CHEM,SCOPUS_ID:85065723324,2-s2.0-85065723324,Nanoscale zerovalent iron particles for magnet-assisted soil washing of cadmium-contaminated paddy soil: Proof of concept,Environmental Chemistry,2019-01-01T00:00:00.000Z,10.1071/EN19028,14,China,2019
CHEM,SCOPUS_ID:85065723324,2-s2.0-85065723324,Nanoscale zerovalent iron particles for magnet-assisted soil washing of cadmium-contaminated paddy soil: Proof of concept,Environmental Chemistry,2019-01-01T00:00:00.000Z,10.1071/EN19028,14,Thailand,2019
CHEM,SCOPUS_ID:85065867572,2-s2.0-85065867572,Clam-shaped cyclam-functionalized porphyrin for electrochemical reduction of carbon dioxide,Journal of Porphyrins and Phthalocyanines,2019-04-01T00:00:00.000Z,10.1142/S1088424619500548,1,Austria,2019
CHEM,SCOPUS_ID:85065867572,2-s2.0-85065867572,Clam-shaped cyclam-functionalized porphyrin for electrochemical reduction of carbon dioxide,Journal of Porphyrins and Phthalocyanines,2019-04-01T00:00:00.000Z,10.1142/S1088424619500548,1,Thailand,2019
CHEM,SCOPUS_ID:85065885907,2-s2.0-85065885907,Rational re-design of: Lactobacillus reuteri 121 inulosucrase for product chain length control,RSC Advances,2019-01-01T00:00:00.000Z,10.1039/c9ra02137j,20,Thailand,2019
CHEM,SCOPUS_ID:85065885907,2-s2.0-85065885907,Rational re-design of: Lactobacillus reuteri 121 inulosucrase for product chain length control,RSC Advances,2019-01-01T00:00:00.000Z,10.1039/c9ra02137j,20,United Kingdom,2019
CHEM,SCOPUS_ID:85065913587,2-s2.0-85065913587,The synthesis of 2D CH3NH3PbI3 perovskite films with tunable bandgaps by solution deposition route,International Journal of Photoenergy,2019-01-01T00:00:00.000Z,10.1155/2019/7492453,5,Thailand,2019
CHEM,SCOPUS_ID:85065985463,2-s2.0-85065985463,Clitoria ternatea Flower Petal Extract Inhibits Adipogenesis and Lipid Accumulation in 3T3-L1 Preadipocytes by Downregulating Adipogenic Gene Expression,Molecules,2019-05-17T00:00:00.000Z,10.3390/molecules24101894,28,Thailand,2019
CHEM,SCOPUS_ID:85065985463,2-s2.0-85065985463,Clitoria ternatea Flower Petal Extract Inhibits Adipogenesis and Lipid Accumulation in 3T3-L1 Preadipocytes by Downregulating Adipogenic Gene Expression,Molecules,2019-05-17T00:00:00.000Z,10.3390/molecules24101894,28,United States,2019
CHEM,SCOPUS_ID:85066063894,2-s2.0-85066063894,Modified properties of alternan polymers arising from deletion of SH3-like motifs in Leuconostoc citreum ABK-1 alternansucrase,Carbohydrate Polymers,2019-09-15T00:00:00.000Z,10.1016/j.carbpol.2019.05.002,10,Thailand,2019
CHEM,SCOPUS_ID:85066063894,2-s2.0-85066063894,Modified properties of alternan polymers arising from deletion of SH3-like motifs in Leuconostoc citreum ABK-1 alternansucrase,Carbohydrate Polymers,2019-09-15T00:00:00.000Z,10.1016/j.carbpol.2019.05.002,10,United Kingdom,2019
CHEM,SCOPUS_ID:85066068438,2-s2.0-85066068438,Facile fabrication of WO3/MWCNT hybrid materials for gas sensing application,Applied Surface Science,2019-09-01T00:00:00.000Z,10.1016/j.apsusc.2019.05.103,9,Japan,2019
CHEM,SCOPUS_ID:85066068438,2-s2.0-85066068438,Facile fabrication of WO3/MWCNT hybrid materials for gas sensing application,Applied Surface Science,2019-09-01T00:00:00.000Z,10.1016/j.apsusc.2019.05.103,9,Thailand,2019
CHEM,SCOPUS_ID:85066111776,2-s2.0-85066111776,"Tetrandraxanthones A-I, Prenylated and Geranylated Xanthones from the Stem Bark of Garcinia tetrandra",Journal of Natural Products,2019-05-24T00:00:00.000Z,10.1021/acs.jnatprod.9b00046,15,Indonesia,2019
CHEM,SCOPUS_ID:85066111776,2-s2.0-85066111776,"Tetrandraxanthones A-I, Prenylated and Geranylated Xanthones from the Stem Bark of Garcinia tetrandra",Journal of Natural Products,2019-05-24T00:00:00.000Z,10.1021/acs.jnatprod.9b00046,15,Thailand,2019
CHEM,SCOPUS_ID:85066125699,2-s2.0-85066125699,Post-synthetic Mechanochemical Incorporation of Al-Species into the Framework of Porous Materials: Toward More Sustainable Redox Chemistries,ACS Sustainable Chemistry and Engineering,2019-05-20T00:00:00.000Z,10.1021/acssuschemeng.9b00912,10,Russian Federation,2019
CHEM,SCOPUS_ID:85066125699,2-s2.0-85066125699,Post-synthetic Mechanochemical Incorporation of Al-Species into the Framework of Porous Materials: Toward More Sustainable Redox Chemistries,ACS Sustainable Chemistry and Engineering,2019-05-20T00:00:00.000Z,10.1021/acssuschemeng.9b00912,10,Spain,2019
CHEM,SCOPUS_ID:85066125699,2-s2.0-85066125699,Post-synthetic Mechanochemical Incorporation of Al-Species into the Framework of Porous Materials: Toward More Sustainable Redox Chemistries,ACS Sustainable Chemistry and Engineering,2019-05-20T00:00:00.000Z,10.1021/acssuschemeng.9b00912,10,Thailand,2019
CHEM,SCOPUS_ID:85066617072,2-s2.0-85066617072,Direct equations to retention time calculation and fast simulation approach for simultaneous material selection and experimental design in comprehensive two dimensional gas chromatography,Journal of Chromatography A,2019-09-27T00:00:00.000Z,10.1016/j.chroma.2019.05.059,7,Thailand,2019
CHEM,SCOPUS_ID:85066925892,2-s2.0-85066925892,A paper-based analytical device coupled with electrochemical detection for the determination of dexamethasone and prednisolone in adulterated traditional medicines,Analytica Chimica Acta,2019-10-31T00:00:00.000Z,10.1016/j.aca.2019.05.072,39,Japan,2019
CHEM,SCOPUS_ID:85066925892,2-s2.0-85066925892,A paper-based analytical device coupled with electrochemical detection for the determination of dexamethasone and prednisolone in adulterated traditional medicines,Analytica Chimica Acta,2019-10-31T00:00:00.000Z,10.1016/j.aca.2019.05.072,39,Thailand,2019
CHEM,SCOPUS_ID:85066972527,2-s2.0-85066972527,Tuning the selectivity of thin film composite forward osmosis membranes: Effect of co-solvent and different interfacial polymerization synthesis routes,Separation and Purification Technology,2019-11-15T00:00:00.000Z,10.1016/j.seppur.2019.06.009,9,Belgium,2019
CHEM,SCOPUS_ID:85066972527,2-s2.0-85066972527,Tuning the selectivity of thin film composite forward osmosis membranes: Effect of co-solvent and different interfacial polymerization synthesis routes,Separation and Purification Technology,2019-11-15T00:00:00.000Z,10.1016/j.seppur.2019.06.009,9,Thailand,2019
CHEM,SCOPUS_ID:85067017648,2-s2.0-85067017648,Electrostatic Influence on Photoisomerization in Bacteriorhodopsin and Halorhodopsin,Journal of Physical Chemistry B,2019-06-13T00:00:00.000Z,10.1021/acs.jpcb.9b01837,3,Thailand,2019
CHEM,SCOPUS_ID:85067017648,2-s2.0-85067017648,Electrostatic Influence on Photoisomerization in Bacteriorhodopsin and Halorhodopsin,Journal of Physical Chemistry B,2019-06-13T00:00:00.000Z,10.1021/acs.jpcb.9b01837,3,United States,2019
CHEM,SCOPUS_ID:85067076748,2-s2.0-85067076748,Silver nanoparticle-supported hydroxyapatite as a material for visual detection of urinary cysteine,Analytical Methods,2019-06-14T00:00:00.000Z,10.1039/c9ay00725c,13,Thailand,2019
CHEM,SCOPUS_ID:85067232405,2-s2.0-85067232405,In-depth study of the changes in properties and molecular structure of cassava starch during resistant dextrin preparation,Food Chemistry,2019-11-01T00:00:00.000Z,10.1016/j.foodchem.2019.124996,25,Thailand,2019
CHEM,SCOPUS_ID:85067511666,2-s2.0-85067511666,Discussion of some recent literature on hydrogen-embrittlement mechanisms: Addressing common misunderstandings,Corrosion Reviews,2019-01-01T00:00:00.000Z,10.1515/corrrev-2019-0017,42,Australia,2019
CHEM,SCOPUS_ID:85067511666,2-s2.0-85067511666,Discussion of some recent literature on hydrogen-embrittlement mechanisms: Addressing common misunderstandings,Corrosion Reviews,2019-01-01T00:00:00.000Z,10.1515/corrrev-2019-0017,42,Thailand,2019
CHEM,SCOPUS_ID:85067520912,2-s2.0-85067520912,Development and characterization of graphitic carbon nitride as nonblack filler in natural rubber composites,Journal of Applied Polymer Science,2019-11-10T00:00:00.000Z,10.1002/app.48136,8,India,2019
CHEM,SCOPUS_ID:85067520912,2-s2.0-85067520912,Development and characterization of graphitic carbon nitride as nonblack filler in natural rubber composites,Journal of Applied Polymer Science,2019-11-10T00:00:00.000Z,10.1002/app.48136,8,Thailand,2019
CHEM,SCOPUS_ID:85067540847,2-s2.0-85067540847,"Impact of Clitoria ternatea (butterfly pea)flower on in vitro starch digestibility, texture and sensory attributes of cooked rice using domestic cooking methods",Food Chemistry,2019-10-15T00:00:00.000Z,10.1016/j.foodchem.2019.05.157,24,Singapore,2019
CHEM,SCOPUS_ID:85067540847,2-s2.0-85067540847,"Impact of Clitoria ternatea (butterfly pea)flower on in vitro starch digestibility, texture and sensory attributes of cooked rice using domestic cooking methods",Food Chemistry,2019-10-15T00:00:00.000Z,10.1016/j.foodchem.2019.05.157,24,Thailand,2019
CHEM,SCOPUS_ID:85067646025,2-s2.0-85067646025,Selective aromatic formation from catalytic fast pyrolysis of Jatropha residues using ZSM-5 prepared by microwave-assisted synthesis,Journal of Analytical and Applied Pyrolysis,2019-08-01T00:00:00.000Z,10.1016/j.jaap.2019.104628,23,Thailand,2019
CHEM,SCOPUS_ID:85068000894,2-s2.0-85068000894,Disposable paper-based electrochemical sensor using thiol-terminated poly(2-methacryloyloxyethyl phosphorylcholine) for the label-free detection of C-reactive protein,Microchimica Acta,2019-07-01T00:00:00.000Z,10.1007/s00604-019-3559-6,39,Thailand,2019
CHEM,SCOPUS_ID:85068055440,2-s2.0-85068055440,"Synthesis, spectral investigation, molecular docking and biological evaluation of Cu(II), Ni(II) and Mn(II) complexes of (E)-2-((2-butyl-4-chloro-1H-imidazol-5-yl)methylene)-N-methylhydrazinecarbothioamide (C10H16N5ClS) and its DFT studies",Journal of Molecular Structure,2019-11-15T00:00:00.000Z,10.1016/j.molstruc.2019.06.085,15,China,2019
CHEM,SCOPUS_ID:85068055440,2-s2.0-85068055440,"Synthesis, spectral investigation, molecular docking and biological evaluation of Cu(II), Ni(II) and Mn(II) complexes of (E)-2-((2-butyl-4-chloro-1H-imidazol-5-yl)methylene)-N-methylhydrazinecarbothioamide (C10H16N5ClS) and its DFT studies",Journal of Molecular Structure,2019-11-15T00:00:00.000Z,10.1016/j.molstruc.2019.06.085,15,India,2019
CHEM,SCOPUS_ID:85068055440,2-s2.0-85068055440,"Synthesis, spectral investigation, molecular docking and biological evaluation of Cu(II), Ni(II) and Mn(II) complexes of (E)-2-((2-butyl-4-chloro-1H-imidazol-5-yl)methylene)-N-methylhydrazinecarbothioamide (C10H16N5ClS) and its DFT studies",Journal of Molecular Structure,2019-11-15T00:00:00.000Z,10.1016/j.molstruc.2019.06.085,15,Thailand,2019
CHEM,SCOPUS_ID:85068167635,2-s2.0-85068167635,Solvent extraction based reclaiming technique for the removal of heat stable salts (HSS) and neutral degradation products from amines used during the capture of carbon dioxide (CO2) from industrial flue gases,Separation and Purification Technology,2019-12-01T00:00:00.000Z,10.1016/j.seppur.2019.115744,14,Canada,2019
CHEM,SCOPUS_ID:85068167635,2-s2.0-85068167635,Solvent extraction based reclaiming technique for the removal of heat stable salts (HSS) and neutral degradation products from amines used during the capture of carbon dioxide (CO2) from industrial flue gases,Separation and Purification Technology,2019-12-01T00:00:00.000Z,10.1016/j.seppur.2019.115744,14,Thailand,2019
CHEM,SCOPUS_ID:85068217647,2-s2.0-85068217647,Rearranged Clerodane Diterpenoids from the Stems of Tinospora baenzigeri,Journal of Natural Products,2019-06-28T00:00:00.000Z,10.1021/acs.jnatprod.8b00483,6,Thailand,2019
CHEM,SCOPUS_ID:85068367264,2-s2.0-85068367264,Deactivation of the preferential oxidation of CO in packed bed reactor by 3D modelling and near-infrared tomography,Chemical Engineering Journal,2019-12-15T00:00:00.000Z,10.1016/j.cej.2019.122082,5,Sweden,2019
CHEM,SCOPUS_ID:85068367264,2-s2.0-85068367264,Deactivation of the preferential oxidation of CO in packed bed reactor by 3D modelling and near-infrared tomography,Chemical Engineering Journal,2019-12-15T00:00:00.000Z,10.1016/j.cej.2019.122082,5,Thailand,2019
CHEM,SCOPUS_ID:85068367264,2-s2.0-85068367264,Deactivation of the preferential oxidation of CO in packed bed reactor by 3D modelling and near-infrared tomography,Chemical Engineering Journal,2019-12-15T00:00:00.000Z,10.1016/j.cej.2019.122082,5,United Kingdom,2019
CHEM,SCOPUS_ID:85068482297,2-s2.0-85068482297,Temperature-dependent inulin nanoparticles synthesized by Lactobacillus reuteri 121 inulosucrase and complex formation with flavonoids,Carbohydrate Polymers,2019-11-01T00:00:00.000Z,10.1016/j.carbpol.2019.115044,19,Thailand,2019
CHEM,SCOPUS_ID:85068482297,2-s2.0-85068482297,Temperature-dependent inulin nanoparticles synthesized by Lactobacillus reuteri 121 inulosucrase and complex formation with flavonoids,Carbohydrate Polymers,2019-11-01T00:00:00.000Z,10.1016/j.carbpol.2019.115044,19,United Kingdom,2019
CHEM,SCOPUS_ID:85068756043,2-s2.0-85068756043,Multidimensional gas chromatography investigation of concentration and temperature effects of oxime interconversion on ionic liquid and poly(ethylene glycol) stationary phases,Analytica Chimica Acta,2019-11-12T00:00:00.000Z,10.1016/j.aca.2019.07.013,4,Australia,2019
CHEM,SCOPUS_ID:85068756043,2-s2.0-85068756043,Multidimensional gas chromatography investigation of concentration and temperature effects of oxime interconversion on ionic liquid and poly(ethylene glycol) stationary phases,Analytica Chimica Acta,2019-11-12T00:00:00.000Z,10.1016/j.aca.2019.07.013,4,Germany,2019
CHEM,SCOPUS_ID:85068756043,2-s2.0-85068756043,Multidimensional gas chromatography investigation of concentration and temperature effects of oxime interconversion on ionic liquid and poly(ethylene glycol) stationary phases,Analytica Chimica Acta,2019-11-12T00:00:00.000Z,10.1016/j.aca.2019.07.013,4,Thailand,2019
CHEM,SCOPUS_ID:85068848138,2-s2.0-85068848138,Variation in the Protein Composition and Biological Activity of King Cobra (Ophiophagus hannah) Venoms,Protein Journal,2019-10-01T00:00:00.000Z,10.1007/s10930-019-09852-5,8,Thailand,2019
CHEM,SCOPUS_ID:85068996265,2-s2.0-85068996265,SiCx/TiCx Nanostructured Material from Ti3SiC2 for High Rate Performance of Lithium Storage,ChemistrySelect,2019-07-12T00:00:00.000Z,10.1002/slct.201901318,8,Chile,2019
CHEM,SCOPUS_ID:85068996265,2-s2.0-85068996265,SiCx/TiCx Nanostructured Material from Ti3SiC2 for High Rate Performance of Lithium Storage,ChemistrySelect,2019-07-12T00:00:00.000Z,10.1002/slct.201901318,8,China,2019
CHEM,SCOPUS_ID:85068996265,2-s2.0-85068996265,SiCx/TiCx Nanostructured Material from Ti3SiC2 for High Rate Performance of Lithium Storage,ChemistrySelect,2019-07-12T00:00:00.000Z,10.1002/slct.201901318,8,Thailand,2019
CHEM,SCOPUS_ID:85069052281,2-s2.0-85069052281,Disposable electrochemical biosensor based on surface-modified screen-printed electrodes for organophosphorus pesticide analysis,Analytical Methods,2019-07-21T00:00:00.000Z,10.1039/c9ay00852g,26,Japan,2019
CHEM,SCOPUS_ID:85069052281,2-s2.0-85069052281,Disposable electrochemical biosensor based on surface-modified screen-printed electrodes for organophosphorus pesticide analysis,Analytical Methods,2019-07-21T00:00:00.000Z,10.1039/c9ay00852g,26,Thailand,2019
CHEM,SCOPUS_ID:85069234933,2-s2.0-85069234933,Oxidative dehydrogenation of ethanol over vanadium-and molybdenum-modified mg-al mixed oxide derived from hydrotalcite,Journal of Oleo Science,2019-01-01T00:00:00.000Z,10.5650/jos.ess19035,6,Thailand,2019
CHEM,SCOPUS_ID:85069604963,2-s2.0-85069604963,Screen-printed microfluidic paper-based analytical device (μPAD) as a barcode sensor for magnesium detection using rubber latex waste as a novel hydrophobic reagent,Analytica Chimica Acta,2019-11-15T00:00:00.000Z,10.1016/j.aca.2019.06.058,17,Thailand,2019
CHEM,SCOPUS_ID:85069679779,2-s2.0-85069679779,Nervisides I–J: Unconventional side-chain-bearing cycloartane glycosides from nervilia concolor,Molecules,2019-07-17T00:00:00.000Z,10.3390/molecules24142599,4,France,2019
CHEM,SCOPUS_ID:85069679779,2-s2.0-85069679779,Nervisides I–J: Unconventional side-chain-bearing cycloartane glycosides from nervilia concolor,Molecules,2019-07-17T00:00:00.000Z,10.3390/molecules24142599,4,Thailand,2019
CHEM,SCOPUS_ID:85069679779,2-s2.0-85069679779,Nervisides I–J: Unconventional side-chain-bearing cycloartane glycosides from nervilia concolor,Molecules,2019-07-17T00:00:00.000Z,10.3390/molecules24142599,4,Viet Nam,2019
